name,calories,proteins,lipids,carbs,fibers,userId,
Baton ciocolata nuga caramel Kliovo,444,4,18,70,0,admin,
Baton ciocolata Snickers,483,9,23,61,0,admin,
Baton ciocolata Snickers Dark,490,9,25,57,2,admin,
Baton ciocolata Snickers Hazelnut,489,8,24,60,0,admin,
Baton crocant cu caju Schock's,484,10,30,51,2,admin,
Baton crunch cu fructe de padure Das gesunde Plus,348,4,6,65,9,admin,
Baton cu alune 60% Stilla,488,15,33,41,0,admin,
Baton cu arahide Nutbar Elmas,483,15,31,44,5,admin,
Baton cu cereale Carrefour,318,10,6,57,10,admin,
Baton cu cereale fara zahar Corny,333,6,11,66,3,admin,
Baton cu cereale miere si seminte Rommac,389,6,5,80,3,admin,
Baton cu cereale si ciocolata alba Fitness,388,6,7,68,6,admin,
Baton cu cereale si ciocolata Bio All Green,386,6,8,71,3,admin,
Baton cu cereale miere mere si caise Rommac,384,8,4,81,3,admin,
Baton cu cereale miere visine si catina Rommac,381,6,5,80,3,admin,
Baton cu ciocolata alba,498,5,25,64,0,admin,
Baton cu ciocolata alba Crunch Bar Heidi,443,7,29,39,0,admin,
Baton cu ciocolata amaruie Bounty,472,4,26,56,0,admin,
Baton cu ciocolata Cerbona,398,6,12,65,8,admin,
Baton cu ciocolata si musli crocant Hahne,423,9,15,58,8,admin,
Baton cu fructe migdale cereale scortisoara Nutribon,327,7,11,55,10,admin,
Baton cu fulgi de grau germinat Granobar Redis,460,8,20,62,5,admin,
Baton cu iaurt ovaz si fructe Rommac,365,5,2,78,9,admin,
Baton cu L-Carnitin si fibre de ovaz Q Form Rommac,327,10,6,57,10,admin,
Baton cu lapte si crema de cappuccino Sonata,578,6,28,50,0,admin,
Baton cu lapte si crema de rom Sonata,580,6,28,48,0,admin,
Baton cu mac Carrefour,293,11,3,56,0,admin,
Baton cu merisoare goji si musli Sante,428,5,15,69,3,admin,
Baton cu muesli si caise FirstNice,374,4,8,71,0,admin,
Baton cu musli si alune Big Free Corny,345,12,7,65,0,admin,
Baton cu musli si alune de padure Crip Crop,393,7,14,62,0,admin,
Baton cu musli si alune Fit & Activ Riegel,406,9,15,58,8,admin,
Baton cu musli si cereale Flapjacks Tesco,402,6,15,57,5,admin,
Baton cu musli si mar First Nice,363,5,10,64,0,admin,
Baton cu musli si piersici FirstNice,432,6,18,61,0,admin,
Baton cu musli alune si cacao FirstNice,385,8,10,67,0,admin,
Baton cu musli banana si ciocolata Crip Crop Crunchy,442,8,18,62,0,admin,
Baton cu musli caise si iaurt FirstNice,396,5,15,60,0,admin,
Baton cu musli cocos si cacao First Nice,427,7,18,60,0,admin,
Baton cu musli prune si iaurt First Nice,410,7,18,56,0,admin,
Baton cu nuci pecan Ma Baker,460,6,24,56,0,admin,
Baton cu ovaz si fructe Activ Bar Rommac,321,6,2,77,10,admin,
Baton cu prune si Omega 3 Pirifan,360,7,12,51,11,admin,
Baton cu prune tarate de ovaz si migdale Pirifan,136,2,4,22,5,admin,
Baton cu prune beta glucan tarate de ovaz si migdale Pirifan,340,6,10,54,11,admin,
Baton cu rez porumb susan expandate Nias,376,9,1,85,0,admin,
Baton cu smochine si prune Delhaize,372,3,5,77,9,admin,
Baton cu smochine fibre tarate de ovaz si migdale Pirifan,358,8,9,55,14,admin,
Baton cu stafide si rom Fagaras,486,3,21,68,0,admin,
Baton cu susan 365 Mega Image,549,13,32,51,0,admin,
Baton cu susan migdale si miere Star,490,13,33,45,9,admin,
Baton cu susan si miere Star,542,18,39,30,9,admin,
Baton cu susan ciocolata si miere Star,540,12,34,41,7,admin,
Baton cu susan miere si arahide Star Naturals,487,13,32,45,8,admin,
Baton cu susan migdale si miere Star Naturals,490,13,33,45,9,admin,
Baton de caise Fruitbar Galmopan,446,5,13,77,0,admin,
Baton de cereale ciocolata si coji de portocale Fitness Nestle,374,5,5,73,4,admin,
Baton de cereale cu baza de lapte si gust de ciocolata Nestle Nesquik,418,7,14,67,3,admin,
Baton de cereale cu cacao Carrefour,419,7,13,67,3,admin,
Baton de cereale fitness cu alune Stilla Fitness,358,8,11,66,0,admin,
Baton de cereale Fitness Nestle,382,5,7,75,13,admin,
Baton de cereale Morning Sun,445,5,20,62,4,admin,
Baton de cereale si capsuni Fitness Nestle,391,5,7,70,4,admin,
Baton de ciocoalta Bounty,467,4,24,59,0,admin,
Baton de ciocolata amaruie si crema de cafea Kandia,560,6,35,56,5,admin,
Baton de ciocolata Chocolate Brownie Atkins,345,30,16,26,16,admin,
Baton de ciocolata Chunky Kit Kat,525,5,29,61,0,admin,
Baton de ciocolata Crispy Bar Heidi,448,6,29,40,0,admin,
Baton de ciocolata cu cocos Dolciando,479,4,25,59,3,admin,
Baton de ciocolata cu cocos Ma Baker,442,6,21,62,0,admin,
Baton de ciocolata cu crema de nuci Karina,586,6,40,48,3,admin,
Baton de ciocolata cu crema de rom si biscuiti ROM Autentic,510,6,30,54,0,admin,
Baton de ciocolata cu lapte si alune de padure Kand'or Kandia,575,8,40,48,2,admin,
Baton de ciocolata cu lapte umplut cu crema nugat si caramel Primola K-ramel,457,4,20,0,1,admin,
Baton de ciocolata cu lapte Zoo Primola,547,11,33,50,0,admin,
Baton de ciocolata cu vanilie Kit Kat,532,5,33,54,1,admin,
Baton de ciocolata de casa Batonul copilariei Pan Food,451,6,13,75,0,admin,
Baton de ciocolata Kit Kat,437,3,17,68,0,admin,
Baton de ciocolata Kit Kat mini ,512,6,26,63,2,admin,
Baton de ciocolata Lion Maxi King,475,4,21,66,1,admin,
Baton de ciocolata Lion Nestle,485,5,23,65,1,admin,
Baton de ciocolata Mars,454,4,17,71,0,admin,
Baton de ciocolata neagra Dark Chocolate Kit Kat,505,6,26,58,0,admin,
Baton de ciocolata Snickers Cruncher,516,10,28,55,3,admin,
Baton de ciocolata Twix,495,5,24,65,1,admin,
Baton de cocos in ciocolata Carrefour,532,6,50,34,0,admin,
Baton de musli cu ciocolata Musli-Riegel Fit & Activ Plus,444,8,18,62,0,admin,
Baton de ovaz afine Ma Baker,439,6,20,59,0,admin,
Baton de ovaz cu ciocolata si nuci First Nice,441,6,17,64,3,admin,
Baton de susan cu alune Tastino,510,12,24,57,0,admin,
Baton de susan cu miere Rommac,524,14,30,50,5,admin,
Baton de susan cu miere Tastino,523,13,28,54,0,admin,
Baton de vafe cu crema de cocos Tronky Ferrero,522,7,29,57,0,admin,
Baton dietetic cu ciocolata Nutrition & Sante Revel,377,24,12,44,7,admin,
Baton din caise cu alune fructe de padure cereale fara gluten Nutribon,345,8,11,55,9,admin,
Baton din carne de pui si curcan Wudy Pop Aia,185,14,14,2,0,admin,
Baton din fructe cu alune de padure cereale si scortisoara Nutribon,336,7,11,55,9,admin,
Baton din fructe cu nuci cereale si scortisoara Nutribon,349,5,15,54,9,admin,
Baton din zer cu afine Das Gesunde Plus,424,17,17,50,2,admin,
Baton din zer cu caramel Das Gesunde Plus,398,16,15,46,8,admin,
Baton din zer cu vanilie Das gesunde Plus,423,17,17,50,3,admin,
Baton din zer latte machiatto Das gesunde Plus,415,17,16,50,3,admin,
Baton energetic cu iaurt si portocala Das Gesunde Plus,137,4,4,21,0,admin,
Baton energizant cu branza si lamaie Das Gesunde Plus,413,12,14,59,1,admin,
Baton energizant cu cocos DM,421,22,15,49,0,admin,
Baton energizant Energy Bar Red Cat,429,10,18,56,13,admin,
Baton Energy for Life Pro Nutricion,433,21,17,47,2,admin,
Baton F1 express ciocolata Herbalife,207,13,6,21,8,admin,
Baton fibre Q-form Rommac,305,10,3,63,21,admin,
Baton Fibrobar-R Redis,463,17,23,48,10,admin,
Baton fitness proteic cookies Das gesunde Plus,399,32,11,46,1,admin,
Baton ftness cu L-carnitina iaurt si ananas Das gesunde Plus,113,6,2,16,1,admin,
Baton fulgi ovaz cu cacao Dukan,324,19,5,55,9,admin,
Baton gust de ciocolata Q-Form Rommac,401,17,7,67,3,admin,
Baton Idealbar Redis,384,25,17,32,4,admin,
Baton inghetata Mars,274,4,15,31,0,admin,
Baton Kinder Bueno,557,7,35,53,0,admin,
Baton Kinder Chocolate,564,9,35,54,1,admin,
Baton Kinder Pingui,442,7,29,37,0,admin,
Baton Kinder Pinguin cu zmeura,427,5,24,48,0,admin,
Baton LowCarb ciocolata Best Body Nutrition,373,48,13,25,0,admin,
Baton LowCarb zmeura Best Body Nutrition,372,46,13,25,0,admin,
Baton migdale crocant Rewe,559,13,39,36,0,admin,
Baton Milk Snack Milino,468,6,30,44,0,admin,
Baton musli cereale si visine Nestle,382,6,7,67,5,admin,
Baton musli ciocolata Nestle,406,6,11,65,4,admin,
Baton musli ciocolata stafide Nestle,401,6,10,70,0,admin,
Baton musli cu afine in glazura de iaurt Stilla Natura,350,5,11,60,0,admin,
Baton musli cu arahide prajite Sirius,391,8,13,66,5,admin,
Baton musli cu bucatele de banane partial invelit cu glazura de cacao First Nice,375,7,9,68,3,admin,
Baton musli cu cocos si glazura de ciocolata cu lapte Stilla Natura,438,5,21,62,0,admin,
Baton musli cu fructe de padure si glazura de iaurt Crip Crop,405,5,15,66,0,admin,
Baton musli cu merisoare de padure zmeura cu glazura de iaurt Crip Crop,405,5,15,66,0,admin,
Baton musli cu merisoare K-Classic,389,4,15,66,3,admin,
Baton musli cu zmeura First Nice,367,7,6,72,5,admin,
Baton musli lime si ciocolata Galaxy,417,7,18,59,6,admin,
Baton nougat Weight Watchers,346,23,11,41,7,admin,
Baton nut bar First Nice Lidl,541,13,34,45,4,admin,
Baton nutbar cu arahide si susan Elmas,473,13,31,48,8,admin,
Baton nutritiv cu cereale si alune Nutribar-R Redis,482,15,20,51,3,admin,
Baton Pingui cocos Kinder,466,6,32,38,0,admin,
Baton Power Bar Protein Plus,423,17,17,54,4,admin,
Baton Power Bar Ride ,387,19,17,41,7,admin,
Baton proteic 30% deluxe Nutrend,360,30,13,33,13,admin,
Baton proteic 52% Protein Bar Weider,360,52,9,28,0,admin,
Baton proteic Biotech Goprotein,422,25,17,40,0,admin,
Baton proteic ciocolata Carrefour,413,21,11,56,3,admin,
Baton proteic ciocolata si alune Herbalife,397,28,12,44,1,admin,
Baton proteic cu aroma de lamaie Herbalife,405,28,13,45,0,admin,
Baton proteic cu menta si cipsuri e ciocolata Pulsin,476,25,23,39,8,admin,
Baton proteic cu zer si arahide Redis,473,33,20,40,3,admin,
Baton proteic Double Pro Bar 30% Protein Multipower,394,30,10,45,0,admin,
Baton proteic Double Pro Bar 33% Protein Multipower,403,32,11,43,0,admin,
Baton proteic energizant Q-form,413,23,12,53,3,admin,
Baton proteic High Energy Bar Multifruct Isostar,393,6,9,72,5,admin,
Baton proteic Massbar-R Redis,617,17,25,50,3,admin,
Baton proteic Maximum protein 42 % Power House,390,42,8,40,0,admin,
Baton proteic Mega Mass Bar Weider,399,17,11,59,0,admin,
Baton proteic Muscle Protein Bar Nutrend,435,22,18,46,2,admin,
Baton proteic My Bar Zero Lemon MyProtein,304,31,10,4,0,admin,
Baton proteic My Bar Zero MyProtein,305,30,9,6,0,admin,
Baton proteic Nutrend CFM 34,406,34,15,33,1,admin,
baton proteic Nutrend Excelent,437,24,19,42,2,admin,
Baton proteic Oh yeah,554,37,34,16,6,admin,
Baton proteic Pronutrition bar,433,21,30,47,2,admin,
Baton proteic Siken,127,10,5,8,9,admin,
Baton proteic vanilla toffee fudge Oh Yeah,422,33,20,38,4,admin,
Baton proteic WellPro Musli Pro Nutrition,441,8,19,55,9,admin,
Baton Protein 2 To Interactive Nutrition,375,31,10,46,5,admin,
Baton proteine 32% Double Bar Weider,378,32,12,39,0,admin,
Baton proteine 32% Protein Bar Weider,390,32,10,43,0,admin,
Baton proteine 32% whey wafer bar Weider,514,32,27,36,0,admin,
Baton proteine 40% low carb high protein bar Weider,322,40,9,20,0,admin,
Baton proteine 42% maximum protein bar Weider,388,42,8,40,0,admin,
Baton proteine double pro bar Weider,414,28,12,49,0,admin,
Baton Q form cu fibre Rommac,345,10,6,61,10,admin,
Baton Q-Form Rommac,330,8,3,67,10,admin,
Baton raw de fructe si seminte Yoli Nutribon,356,7,12,58,11,admin,
Baton Siluet Bar Redis,388,26,17,32,6,admin,
Baton smochine Canah,384,12,22,38,8,admin,
Baton Soia Snack cu rom si cocos,411,12,14,58,0,admin,
Baton Soia Snack diet lemon,366,12,12,53,0,admin,
Baton Soia Snack Glazur banana,430,11,17,57,0,admin,
Baton Soia Snack Glazur cacao,425,12,16,57,0,admin,
Baton Soia Snack light cu alune,366,14,15,47,0,admin,
Baton susan Eridanous Lidl,480,12,30,44,0,admin,
Baton susan si miere Marca 1 Carrefour,524,14,30,50,5,admin,
Baton tiramisu Fitness Nestle,385,6,7,68,8,admin,
Baton Vanilla and nuts Slim Zone,355,21,16,35,6,admin,
Baton vegetal Inedit,225,11,19,3,2,admin,
Batonase hipoglucidice Dobrogea Group,110,4,1,20,0,admin,
Bautura de soia + Calciu Joya,52,4,2,4,1,admin,
Bautura din hrisca Bio Grano,57,1,2,10,1,admin,
Bautura din orez Alpro,61,0,1,12,0,admin,
Bautura din soia cu aroma de choco Alpro,63,3,2,8,1,admin,
Bautura din soia cu aroma de ciocolata Joya,61,3,2,8,1,admin,
Bautura din soia cu aroma de vanilie Joya,57,3,2,7,1,admin,
Bautura din soia cu gust de alune Alpro,29,0,2,3,0,admin,
Bautura din soia Joya,42,3,2,4,1,admin,
Bautura energizanta Energy Drink Additiva,380,1,1,88,1,admin,
Bautura instant cacao Brumi,400,4,2,92,0,admin,
Bautura naturala bio de soia fara adaos de zahar Provamel,35,4,2,0,1,admin,
Baza pentru aripioare picante Ideea Zilei Crocant din cuptor Maggie,378,13,7,63,5,admin,
Baza pentru mancare cu gust de gaina Delikat,125,8,1,21,0,admin,
Baza pentru mancare cu legume Gustul de acasa Deli'Kat,170,7,1,29,4,admin,
Baza pentru mancare gust de gaina Gustul de acasa Deli'Kat ,140,8,1,19,3,admin,
Baza pentru mancare legume Delikat,120,7,1,22,0,admin,
Baza pentru mancaruri Adazia,146,4,0,21,0,admin,
Baza pentru mancaruri Mirodenia Fuchs,124,5,2,21,10,admin,
Bbilute de ciocolata Korsarz,466,6,8,9,5,admin,
BCAA Instant Vitabolic,364,89,2,2,2,admin,
BCAA My Protein,400,100,0,0,0,admin,
BCAA Nutrend,335,78,0,1,0,admin,
Beef Burgers MCennedy Lidl,253,18,20,0,0,admin,
Beef gelatin powder Now Foods,360,90,0,0,0,admin,
Beef Jerky,410,33,26,11,2,admin,
Bezele BBQ marshmallows McEnnedy,337,4,1,79,0,admin,
Bezele Haribo,336,4,1,81,0,admin,
Biban de apa dulce gatit,146,24,5,0,0,admin,
Biban de mare crud,97,18,2,0,0,admin,
Biban de mare la gratar,171,24,8,1,0,admin,
Bicuiti cu scortisoara Biskrem,459,6,21,61,3,admin,
Bifidus iaurt de baut cu visine Oly,68,3,1,11,0,admin,
Big Mac McDonalds,252,10,13,19,1,admin,
Biiscuiti cu alune si ciocolata Sondey,514,5,27,60,3,admin,
Bile de branza Mozzarella Casa Azzurra,247,18,19,1,0,admin,
Bilute de ciocolata congelate K-Classic,305,5,23,18,1,admin,
Bilute de vanilie congelate K-Classic,336,5,27,18,1,admin,
Bio Salami Afumat Hofer,425,23,37,0,0,admin,
Biscuit cu crema de iaurt Belvita,470,8,18,66,4,admin,
Biscuite cu alune hazelnut cookies K- classic Kaufland ,505,8,27,56,1,admin,
Biscuite cu bezea Eti puf ,414,3,8,81,0,admin,
Biscuite cu ciocolata chocolate Cookie K-Classic Kaufland,502,7,25,61,1,admin,
Biscuite cu crema de lapte Bifa milky mix,528,5,29,63,0,admin,
Biscuiti 2B+C Vel Pitar,467,7,20,66,0,admin,
Biscuiti 365,468,5,23,60,0,admin,
Biscuiti 4 cereale Belvita Start,445,9,15,69,4,admin,
Biscuiti 4 cereale Lu Start,421,7,15,65,0,admin,
Biscuiti 4 cereale Werz,471,6,20,68,0,admin,
Biscuiti asortati Lamberts Toscana,502,6,24,64,2,admin,
Biscuiti Baby Star ,441,7,14,72,0,admin,
Biscuiti Bio cu faina de secara si caise DLL,469,7,21,61,5,admin,
Biscuiti bio cu miere Molenaartje,432,10,22,63,7,admin,
Biscuiti bio cu migdale fara zahar Longevita,434,7,20,56,2,admin,
Biscuiti Biskrem,497,6,23,66,3,admin,
Biscuiti Biskrem Dark,513,4,27,63,0,admin,
Biscuiti bogati in fibre Sunny Bisk Bokomo,353,13,2,77,13,admin,
Biscuiti breakfast duo crunch cu capsuni BelVita,449,7,15,70,4,admin,
Biscuiti Butterrings K-Classic,531,5,30,58,2,admin,
Biscuiti cacao 5 minute Vel Pitar,471,7,18,71,0,admin,
Biscuiti cacao cu crema vanilie Germino,520,6,22,72,0,admin,
Biscuiti cacao cu crema vanilie Max's RoStar,447,6,19,61,0,admin,
Biscuiti cacao cu crema vanilie Mega Image,484,6,19,71,4,admin,
Biscuiti Cacao Grany,495,6,21,69,3,admin,
Biscuiti ceai Eti,412,7,8,79,0,admin,
Biscuiti cereale miere si alune de padure BelVita Start,465,8,17,68,3,admin,
Biscuiti cereale si fructe Belvita Start,455,8,16,67,4,admin,
Biscuiti Choco Minis Milka,486,7,24,60,0,admin,
Biscuiti Cioco Cow Milka,505,7,21,71,2,admin,
Biscuiti cioco light Gerble,436,7,21,65,3,admin,
Biscuiti ciocolata Tastino,530,5,29,61,0,admin,
Biscuiti Classico Grancereale Mulino Bianco,460,8,20,57,11,admin,
Biscuiti Coconitos,431,9,10,77,0,admin,
Biscuiti condimentati Favorina Spiced Biscuits Lidl,483,6,20,70,0,admin,
Biscuiti Cookies 365,504,5,27,59,3,admin,
Biscuiti crema cu aroma de cocos Arslan Mallow,468,3,20,66,0,admin,
Biscuiti crema de cacao Aro,445,6,10,75,0,admin,
Biscuiti crema de vanilie Tempo,513,7,22,69,0,admin,
Biscuiti Cruschelle Balocco,446,8,16,65,6,admin,
Biscuiti cu 40% crema de cacao Tastino,475,6,19,67,3,admin,
Biscuiti cu 46% crema de cacao Captain Rondo,485,6,20,69,0,admin,
Biscuiti cu afine ecologici Longevita,414,5,16,62,2,admin,
Biscuiti cu afine si stafide Sultani,467,7,18,71,7,admin,
Biscuiti cu alune caramelizate Leibnitz,518,14,28,51,3,admin,
Biscuiti cu aroma de lamaie Gustello,406,6,17,57,0,admin,
Biscuiti cu aroma de vanilie Clever,311,6,15,37,0,admin,
Biscuiti cu boabe de soia Gullon,429,8,19,58,9,admin,
Biscuiti cu cacao BelVita Start,440,8,16,66,5,admin,
Biscuiti cu cacao Gusturi Romanesti,469,5,20,67,1,admin,
Biscuiti cu cacao Paradise,504,5,23,68,1,admin,
Biscuiti cu cacao Picnic,346,13,4,61,2,admin,
Biscuiti cu cacao si alune Katy American Cookie Big Nut,494,7,30,50,0,admin,
Biscuiti cu cacao si crema de lapte Happy Choice,517,7,27,60,0,admin,
Biscuiti cu cacao si rom Cremio Galmopan,488,6,25,60,0,admin,
Biscuiti cu cacao si vanilie Ora 5 RoStar,344,8,18,37,0,admin,
Biscuiti cu castane si seminte in Gerble,445,9,15,65,7,admin,
Biscuiti cu cereale glazurati cu ciocolata cu lapte Allka,461,8,22,57,4,admin,
Biscuiti cu cereale integrale si unt Sondey,440,9,12,71,7,admin,
Biscuiti cu cereale integrale stafide si visine Fit Ulpio ,427,8,15,62,3,admin,
Biscuiti cu cereale si afine rosii BelVita Start,435,9,13,67,6,admin,
Biscuiti cu cereale si ciocolata Belvita Start,450,8,16,65,6,admin,
Biscuiti cu cereale si lapte Belvita start,450,9,15,68,3,admin,
Biscuiti cu cereale si musli Belvita,440,7,15,67,5,admin,
Biscuiti cu cereale sursa de fibre Dita Rostar ,422,12,10,68,4,admin,
Biscuiti cu ciocolata Choco Cookie Milka,486,7,24,60,3,admin,
Biscuiti cu ciocolata Pepito Choco ,475,8,20,66,3,admin,
Biscuiti cu ciocolata si alune Auchan,507,8,26,60,2,admin,
Biscuiti cu ciocolata si alune Delhaze ,520,6,30,55,3,admin,
Biscuiti cu ciocolata si fulgi de ovaz Alexia,528,7,23,69,0,admin,
Biscuiti cu ciocolata Tutku,510,5,27,60,3,admin,
Biscuiti cu ciocolatachioco minis Milka,505,7,25,64,3,admin,
Biscuiti cu cocos Coconitos Rostar,336,7,18,37,0,admin,
Biscuiti cu cocos Grany,500,7,23,65,2,admin,
Biscuiti cu cocos Karsa Cikobest,438,3,18,65,1,admin,
Biscuiti cu crema,428,7,10,74,1,admin,
Biscuiti cu crema Croco,434,7,14,70,0,admin,
Biscuiti cu crema de alune cu glazura de cacao cu lapte Katy,552,5,33,59,0,admin,
Biscuiti cu crema de alune Peanut Butter Oreo,480,6,20,66,3,admin,
Biscuiti cu crema de alune Ulpio,502,6,23,67,0,admin,
Biscuiti cu crema de cacao Carrefour,457,6,16,72,0,admin,
Biscuiti cu crema de cacao Carrefour,464,5,19,68,0,admin,
Biscuiti cu crema de cacao Ciocotartin Nefis,462,6,20,65,0,admin,
Biscuiti cu crema de cacao Day Dream Cream RoStar,402,6,18,55,0,admin,
Biscuiti cu crema de cacao Fox,476,8,16,74,0,admin,
Biscuiti cu crema de cacao Go-Go Ulpio,465,24,19,49,0,admin,
Biscuiti cu crema de cacao KremaK Tecsa,465,7,17,73,3,admin,
Biscuiti cu crema de cacao Madison,455,6,16,70,3,admin,
Biscuiti cu crema de cacao Mega Image,498,5,20,74,1,admin,
Biscuiti cu crema de cacao Penny,437,7,14,70,0,admin,
Biscuiti cu crema de cacao Proxi,437,7,14,70,3,admin,
Biscuiti cu crema de cacao RoStar,446,6,22,57,0,admin,
Biscuiti cu crema de cappuccino Katy Kaufland,546,5,32,59,0,admin,
Biscuiti cu crema de capsuni RoStar,400,7,15,59,0,admin,
Biscuiti cu crema de ciocolata Croco Roco,488,8,19,68,3,admin,
Biscuiti cu crema de ciocolata Tempo,467,6,18,70,0,admin,
Biscuiti cu crema de cocos Day Dream Cream RoStar,398,6,17,56,0,admin,
Biscuiti cu crema de frisca Ulpio,465,23,19,50,0,admin,
Biscuiti cu crema de fructe de padure Belvita,430,7,13,74,3,admin,
Biscuiti cu crema de lapte si ciocolata Biscolata Starz Solen,489,7,22,61,3,admin,
Biscuiti cu crema de vailie RoStar,400,7,15,59,0,admin,
Biscuiti cu crema de vanilie Day Dream Cream RoStar,395,6,16,56,0,admin,
Biscuiti cu crema de vanilie Doppel Keks,460,4,15,77,0,admin,
Biscuiti cu crema de vanilie glazurati Poieni Vel Pitar,503,6,24,66,0,admin,
Biscuiti cu crema de vanilie Kremall,435,5,21,56,0,admin,
Biscuiti cu crema de vanilie Rollito,502,6,21,69,0,admin,
Biscuiti cu crema de vanilie Ulpio,468,6,22,62,0,admin,
Biscuiti cu crema frisca Cremita,454,6,19,62,0,admin,
Biscuiti cu crema lamaie Germino,498,6,17,76,0,admin,
Biscuiti cu fibre Rustic Viva,442,8,16,67,4,admin,
biscuiti cu fibre si fara zahar DietNature Gullon,443,6,17,68,9,admin,
Biscuiti cu fulgi de ciocolata diet nature chip choco Gullon,460,6,25,63,3,admin,
Biscuiti cu fulgi de ovaz si faina integrala acoperiti cu ciocolata Milka Choco Grains,500,8,24,60,5,admin,
Biscuiti cu fulgi de ovaz si stafide Alexia,523,7,22,72,0,admin,
Biscuiti cu germeni de grau si smochine Carrefour,422,10,13,64,7,admin,
Biscuiti cu glazura de cacao cu miere migdale si scortisoara Classic Plus,497,5,23,69,0,admin,
Biscuiti cu lamaie Linea Hacendado,450,6,18,65,10,admin,
Biscuiti cu lapte Discko Pepito,504,6,23,68,0,admin,
Biscuiti cu lapte si miere Arty RoStar,445,9,11,77,0,admin,
Biscuiti cu lapte Tarancuta Bucuria,452,7,17,68,0,admin,
Biscuiti cu mar Digesta,453,7,19,61,7,admin,
Biscuiti cu mar si smochine Gerlinea,426,23,15,47,8,admin,
Biscuiti cu mere si cereala Mara,258,7,1,60,4,admin,
